crime_date,day_of_week,month,year,temp,prcp,wdsp,fog,total_crimes
2017-03-03,6,3,2017,27.5,0.0,10.6,0,675
2017-03-10,6,3,2017,31.8,0.0,11.8,0,667
2017-03-17,6,3,2017,38.2,0.03,8.1,0,711
2017-03-24,6,3,2017,58.3,0.02,12.5,0,780
2017-03-31,6,3,2017,39.3,1.13,14.1,0,778
2017-04-07,6,4,2017,43.8,0.29,11.1,0,706
2017-04-14,6,4,2017,54.1,0.12,7.7,0,774
2017-04-21,6,4,2017,50.4,0.0,12.7,0,816
2017-04-28,6,4,2017,48.4,0.01,6.5,0,832
2017-05-05,6,5,2017,49.1,0.0,12.0,0,799
2017-05-12,6,5,2017,58.6,0.0,5.3,0,849
2017-05-19,6,5,2017,48.0,0.0,15.6,0,776
2017-05-26,6,5,2017,60.2,0.0,5.2,0,769
2017-06-02,6,6,2017,70.5,0.0,4.0,0,840
2017-06-09,6,6,2017,74.3,0.06,7.5,0,816
2017-06-16,6,6,2017,76.8,0.27,8.8,0,834
2017-06-23,6,6,2017,76.9,0.71,10.7,0,778
2017-06-30,6,6,2017,73.0,0.02,5.7,0,778
2017-07-07,6,7,2017,80.9,0.0,8.7,0,758
2017-07-14,6,7,2017,70.9,0.0,8.3,0,801
2017-07-28,6,7,2017,73.6,0.0,12.0,0,851
2017-08-04,6,8,2017,63.1,0.88,13.3,0,926
2017-08-11,6,8,2017,71.3,0.03,7.0,0,766
2017-08-18,6,8,2017,74.2,0.02,10.7,0,859
2017-08-25,6,8,2017,63.6,0.0,4.7,0,774
2017-09-01,6,9,2017,64.2,0.0,11.4,0,924
2017-09-08,6,9,2017,62.4,0.0,5.6,0,703
2017-09-15,6,9,2017,73.4,0.0,7.7,0,809
2017-09-22,6,9,2017,83.7,0.0,6.0,0,799
2017-09-29,6,9,2017,64.1,0.0,8.7,0,810
2017-10-06,6,10,2017,64.2,0.2,6.0,0,748
2017-10-13,6,10,2017,61.4,0.0,6.0,0,769
2017-10-20,6,10,2017,61.4,0.0,6.2,0,852
2017-10-27,6,10,2017,45.0,0.0,13.1,0,820
2017-11-03,6,11,2017,44.4,0.02,8.3,0,789
2017-11-10,6,11,2017,24.0,0.0,9.2,0,678
2017-11-17,6,11,2017,38.4,0.0,10.5,0,740
2017-11-24,6,11,2017,44.0,0.0,9.4,0,682
2017-12-01,6,12,2017,41.2,0.0,4.6,0,922
2017-12-08,6,12,2017,24.7,0.0,9.9,0,736
2017-12-15,6,12,2017,25.7,0.0,8.2,0,768
2017-12-22,6,12,2017,37.8,0.0,6.2,0,785
2017-12-29,6,12,2017,12.2,0.03,6.5,0,575
2018-01-05,6,1,2018,4.6,0.0,9.4,0,666
2018-01-12,6,1,2018,23.4,0.0,16.4,0,708
2018-01-19,6,1,2018,32.2,0.0,12.9,0,710
2018-01-26,6,1,2018,41.0,0.0,12.0,0,762
2018-02-02,6,2,2018,10.7,0.0,10.2,0,676
2018-02-16,6,2,2018,35.7,0.0,9.5,0,665
2018-02-23,6,2,2018,39.8,0.05,9.9,0,671
2018-03-02,6,3,2018,37.5,0.35,6.8,0,693
2018-03-09,6,3,2018,29.8,0.0,6.1,0,745
2018-03-16,6,3,2018,32.4,0.0,9.7,0,705
2018-03-23,6,3,2018,35.6,0.0,7.4,0,752
2018-03-30,6,3,2018,38.8,0.05,7.7,0,705
2018-04-06,6,4,2018,35.1,0.07,11.6,0,696
2018-04-13,6,4,2018,43.4,0.03,10.7,0,781
2018-04-20,6,4,2018,46.6,0.01,5.0,0,804
2018-04-27,6,4,2018,53.2,0.0,9.8,0,773
2018-05-04,6,5,2018,65.4,0.05,13.2,0,815
2018-05-11,6,5,2018,51.7,0.01,12.0,0,729
2018-05-18,6,5,2018,57.0,0.0,10.2,0,802
2018-05-25,6,5,2018,77.6,0.0,7.0,0,807
2018-06-01,6,6,2018,70.8,0.0,9.4,0,1033
2018-06-08,6,6,2018,64.2,0.0,8.1,0,774
2018-06-15,6,6,2018,74.4,0.0,5.1,0,844
2018-06-22,6,6,2018,62.4,1.66,12.3,0,724
2018-06-29,6,6,2018,82.1,0.0,7.1,0,782
2018-07-06,6,7,2018,74.0,0.02,11.0,0,893
2018-07-13,6,7,2018,81.9,0.0,7.5,0,819
2018-07-20,6,7,2018,75.7,0.03,10.9,0,823
2018-07-27,6,7,2018,70.2,0.0,7.8,0,800
2018-08-03,6,8,2018,77.1,0.0,3.4,0,892
2018-08-10,6,8,2018,76.1,0.43,8.3,0,859
2018-08-17,6,8,2018,74.9,0.61,4.3,0,810
2018-08-24,6,8,2018,68.4,0.0,8.5,0,792
2018-08-31,6,8,2018,69.9,0.0,4.9,0,834
2018-09-07,6,9,2018,67.1,0.49,10.8,0,730
2018-09-14,6,9,2018,73.1,0.0,3.6,0,870
2018-09-21,6,9,2018,79.0,0.0,13.8,0,827
2018-09-28,6,9,2018,58.3,0.0,5.7,0,795
2018-10-05,6,10,2018,57.3,0.19,8.2,0,654
2018-10-12,6,10,2018,40.5,0.0,6.4,0,709
2018-10-19,6,10,2018,49.4,0.0,9.6,0,767
2018-10-26,6,10,2018,48.4,0.0,7.0,0,829
2018-11-02,6,11,2018,44.1,0.0,8.0,0,786
2018-11-09,6,11,2018,34.1,0.08,6.9,0,721
2018-11-16,6,11,2018,34.1,0.07,8.8,0,733
2018-11-23,6,11,2018,39.7,0.0,9.5,0,752
2018-11-30,6,11,2018,33.8,0.0,3.5,0,753
2018-12-07,6,12,2018,20.7,0.0,6.6,0,752
2018-12-21,6,12,2018,34.9,0.15,12.4,0,802
2018-12-28,6,12,2018,41.9,0.71,13.5,0,725
2019-01-04,6,1,2019,37.0,0.0,9.1,0,770
2019-01-11,6,1,2019,23.4,0.0,2.9,0,786
2019-01-18,6,1,2019,29.7,0.0,7.5,0,669
2019-01-25,6,1,2019,1.3,0.0,11.0,0,588
2019-02-01,6,2,2019,6.9,0.07,3.2,0,781
2019-02-08,6,2,2019,11.4,0.15,18.5,0,643
2019-02-15,6,2,2019,22.8,0.0,12.1,0,742
2019-02-22,6,2,2019,28.6,0.0,5.4,0,712
2019-03-01,6,3,2019,26.7,0.0,4.8,0,767
2019-03-08,6,3,2019,28.0,0.0,4.1,0,719
2019-03-15,6,3,2019,38.0,0.36,14.3,0,735
2019-03-22,6,3,2019,40.2,0.0,10.4,0,711
2019-03-29,6,3,2019,46.7,0.0,7.2,0,675
2019-04-05,6,4,2019,43.5,0.15,5.2,0,706
2019-04-12,6,4,2019,47.9,0.35,13.2,0,781
2019-04-19,6,4,2019,44.9,0.28,20.6,0,650
2019-04-26,6,4,2019,55.6,0.21,13.5,0,762
2019-05-03,6,5,2019,47.5,0.61,10.2,0,792
2019-05-10,6,5,2019,49.6,0.79,8.8,0,798
2019-05-17,6,5,2019,57.9,0.45,9.0,0,778
2019-05-24,6,5,2019,62.3,0.23,6.5,0,847
2019-05-31,6,5,2019,70.5,0.0,6.5,0,832
2019-06-14,6,6,2019,64.8,0.05,10.9,0,807
2019-06-21,6,6,2019,62.8,0.04,5.4,0,781
2019-06-28,6,6,2019,75.7,0.02,8.0,0,847
2019-07-05,6,7,2019,81.4,0.0,6.6,0,893
2019-07-12,6,7,2019,71.8,0.0,5.2,0,788
2019-07-19,6,7,2019,85.5,1.36,9.6,0,803
2019-07-26,6,7,2019,75.6,0.0,7.3,0,817
2019-08-02,6,8,2019,72.0,0.0,5.4,0,883
2019-08-09,6,8,2019,72.7,0.0,5.8,0,796
2019-08-16,6,8,2019,71.8,0.0,6.2,0,776
2019-08-23,6,8,2019,67.6,0.0,9.2,0,781
2019-08-30,6,8,2019,69.6,0.0,6.6,0,770
2019-09-06,6,9,2019,67.3,0.0,9.0,0,774
2019-09-13,6,9,2019,72.7,1.35,10.2,0,818
2019-09-20,6,9,2019,74.1,0.01,3.5,0,817
2019-09-27,6,9,2019,63.3,0.0,8.4,0,669
2019-10-04,6,10,2019,51.8,0.57,9.5,0,717
2019-10-11,6,10,2019,59.7,0.2,9.7,0,731
2019-10-18,6,10,2019,46.8,0.0,4.8,0,705
2019-10-25,6,10,2019,44.5,0.0,3.9,0,755
2019-11-01,6,11,2019,30.9,0.11,8.3,0,872
2019-11-08,6,11,2019,23.0,0.0,6.6,0,683
2019-11-15,6,11,2019,27.1,0.0,5.9,0,761
2019-11-22,6,11,2019,36.0,0.42,8.2,0,729
2019-11-29,6,11,2019,35.7,0.0,5.5,0,649
2019-12-06,6,12,2019,38.5,0.0,9.8,0,736
2019-12-13,6,12,2019,39.7,0.0,6.8,0,733
2019-12-20,6,12,2019,29.9,0.0,3.5,0,729
2019-12-27,6,12,2019,36.9,0.0,7.7,0,695
2015-01-03,7,1,2015,31.5,0.09,4.6,0,649
2015-01-10,7,1,2015,4.8,0.0,10.5,0,647
2015-01-17,7,1,2015,34.2,0.0,12.3,0,741
2015-01-24,7,1,2015,32.7,0.0,8.2,0,755
2015-01-31,7,1,2015,27.0,0.0,5.9,0,636
2015-02-07,7,2,2015,29.1,0.0,6.8,0,679
2015-02-14,7,2,2015,18.6,0.0,15.2,0,597
2015-02-21,7,2,2015,21.7,0.01,6.1,0,652
2015-02-28,7,2,2015,6.0,0.0,4.2,0,545
2015-03-07,7,3,2015,31.7,0.0,9.9,0,697
2015-03-14,7,3,2015,51.0,0.0,10.3,0,798
2015-03-21,7,3,2015,42.5,0.0,9.9,0,689
2015-03-28,7,3,2015,26.8,0.01,5.9,0,657
2015-04-04,7,4,2015,39.7,0.0,10.1,0,695
2015-04-11,7,4,2015,47.7,0.0,7.2,0,720
2015-04-18,7,4,2015,59.6,0.0,7.5,0,769
2015-04-25,7,4,2015,43.5,0.16,11.3,0,695
2015-05-02,7,5,2015,62.1,0.0,5.3,0,688
2015-05-09,7,5,2015,59.5,1.01,6.6,0,685
2015-05-16,7,5,2015,69.0,0.02,4.7,0,883
2015-05-23,7,5,2015,61.8,0.0,6.5,0,799
2015-05-30,7,5,2015,64.4,0.22,8.9,0,719
2015-06-06,7,6,2015,60.1,0.0,9.9,0,758
2015-06-20,7,6,2015,62.8,0.0,6.0,0,767
2015-06-27,7,6,2015,64.0,0.13,9.0,0,723
2015-07-04,7,7,2015,69.7,0.0,3.5,0,845
2015-07-11,7,7,2015,70.4,0.0,4.0,0,799
2015-07-18,7,7,2015,78.7,0.06,6.7,0,776
2015-07-25,7,7,2015,79.5,0.0,7.5,0,832
2015-08-01,7,8,2015,75.5,0.0,9.3,0,1051
2015-08-08,7,8,2015,75.3,0.0,6.7,0,849
2015-08-15,7,8,2015,76.6,0.21,6.1,0,827
2015-08-22,7,8,2015,72.1,0.0,9.3,0,845
2015-08-29,7,8,2015,67.6,0.49,5.7,0,762
2015-09-05,7,9,2015,75.4,0.0,6.1,0,766
2015-09-12,7,9,2015,57.6,0.12,10.0,0,724
2015-09-26,7,9,2015,67.0,0.0,6.9,0,792
2015-10-03,7,10,2015,52.1,0.0,16.3,0,710
2015-10-10,7,10,2015,53.2,0.0,4.2,0,729
2015-10-17,7,10,2015,42.5,0.0,9.2,0,706
2015-10-24,7,10,2015,61.8,0.39,12.1,0,766
2015-10-31,7,10,2015,46.8,0.03,9.4,0,721
2015-11-07,7,11,2015,44.3,0.0,9.0,0,691
2015-11-14,7,11,2015,38.9,0.0,6.8,0,697
2015-11-28,7,11,2015,34.7,0.15,10.7,0,659
2015-12-19,7,12,2015,23.3,0.0,11.2,0,666
2015-12-26,7,12,2015,39.1,0.0,8.9,0,641
2016-01-02,7,1,2016,27.0,0.06,9.6,0,578
2016-01-16,7,1,2016,28.4,0.01,11.9,0,653
2016-01-23,7,1,2016,27.8,0.02,6.4,0,723
2016-01-30,7,1,2016,37.5,0.0,9.7,0,743
2016-02-06,7,2,2016,30.5,0.0,6.9,0,697
2016-02-13,7,2,2016,9.4,0.07,11.7,0,596
2016-02-20,7,2,2016,49.1,0.0,14.1,0,705
2016-02-27,7,2,2016,36.7,0.0,10.7,0,693
2016-03-05,7,3,2016,33.5,0.07,8.2,0,701
2016-03-12,7,3,2016,43.3,0.0,3.7,0,746
2016-03-19,7,3,2016,38.5,0.0,7.3,0,701
2016-03-26,7,3,2016,40.1,0.0,6.7,0,735
2016-04-16,7,4,2016,57.6,0.0,6.0,0,734
2016-04-23,7,4,2016,47.6,0.0,7.2,0,694
2016-04-30,7,4,2016,44.8,0.01,10.3,0,605
2016-05-07,7,5,2016,64.6,0.01,12.3,0,742
2016-05-14,7,5,2016,46.3,0.68,12.0,0,723
2016-05-21,7,5,2016,62.5,0.0,8.3,0,792
2016-05-28,7,5,2016,73.0,0.13,12.8,0,791
2016-06-04,7,6,2016,68.8,0.0,6.9,0,828
2016-06-11,7,6,2016,82.4,0.1,8.1,0,815
2016-06-18,7,6,2016,74.3,0.0,5.2,0,764
2016-06-25,7,6,2016,76.7,0.0,7.0,0,812
2016-07-02,7,7,2016,65.5,0.0,4.1,0,758
2016-07-09,7,7,2016,73.1,0.0,9.8,0,729
2016-07-16,7,7,2016,67.3,0.14,4.4,0,780
2016-07-23,7,7,2016,84.6,0.01,3.7,0,814
2016-07-30,7,7,2016,72.3,0.11,8.3,0,927
2016-08-06,7,8,2016,75.7,0.0,6.8,0,829
2016-08-13,7,8,2016,77.0,0.96,7.3,0,827
2016-08-20,7,8,2016,74.7,0.07,9.2,0,847
2016-08-27,7,8,2016,73.6,0.77,7.2,0,819
2016-09-03,7,9,2016,67.9,0.0,5.2,0,831
2016-09-10,7,9,2016,68.8,0.0,8.3,0,768
2016-09-17,7,9,2016,73.9,0.05,8.7,0,834
2016-09-24,7,9,2016,68.5,0.0,8.3,0,833
2016-10-01,7,10,2016,61.0,0.02,6.8,0,867
2016-10-08,7,10,2016,52.4,0.0,6.3,0,715
2016-10-15,7,10,2016,58.0,0.0,10.0,0,823
2016-10-22,7,10,2016,46.6,0.0,6.5,0,774
2016-10-29,7,10,2016,65.8,0.0,11.2,0,831
2016-11-05,7,11,2016,54.7,0.0,5.9,0,821
2016-11-12,7,11,2016,41.8,0.0,6.7,0,780
2016-11-19,7,11,2016,37.9,0.21,18.5,0,678
2016-11-26,7,11,2016,37.8,0.0,6.6,0,719
2016-12-03,7,12,2016,33.3,0.0,6.1,0,761
2016-12-10,7,12,2016,20.1,0.0,7.4,0,612
2016-12-17,7,12,2016,20.4,0.13,6.6,0,615
2016-12-24,7,12,2016,34.9,0.1,5.1,0,604
2016-12-31,7,12,2016,35.5,0.0,13.8,0,704
2017-01-07,7,1,2017,6.5,0.0,8.0,0,618
2017-01-14,7,1,2017,28.9,0.0,4.9,0,685
2017-01-28,7,1,2017,26.7,0.0,11.0,0,731
2017-02-04,7,2,2017,21.6,0.0,8.6,0,639
2017-02-11,7,2,2017,40.9,0.0,5.0,0,705
2017-02-18,7,2,2017,57.5,0.0,7.9,0,749
2017-02-25,7,2,2017,29.3,0.05,12.6,0,599
2017-03-04,7,3,2017,33.2,0.01,9.4,0,633
2017-03-11,7,3,2017,24.0,0.0,8.7,0,660
2017-03-18,7,3,2017,42.3,0.0,11.9,0,675
2017-03-25,7,3,2017,42.7,0.16,11.8,0,695
2017-04-01,7,4,2017,44.6,0.02,5.8,0,835
2017-04-08,7,4,2017,49.9,0.0,9.3,0,696
2017-04-15,7,4,2017,69.7,0.06,12.9,0,820
2017-04-22,7,4,2017,49.7,0.0,9.4,0,701
2017-04-29,7,4,2017,45.5,0.0,13.7,0,617
2017-05-06,7,5,2017,51.0,0.11,10.3,0,713
2017-05-13,7,5,2017,62.1,0.0,7.2,0,724
2017-05-20,7,5,2017,51.4,0.23,10.9,0,664
2017-05-27,7,5,2017,61.7,0.53,5.4,0,801
2017-06-03,7,6,2017,73.4,0.0,5.4,0,825
2017-06-10,7,6,2017,75.6,0.0,9.9,0,785
2017-06-17,7,6,2017,78.0,0.12,8.7,0,827
2017-06-24,7,6,2017,69.6,0.0,11.0,0,819
2017-07-01,7,7,2017,75.1,0.0,8.5,0,937
2017-07-08,7,7,2017,70.5,0.0,6.6,0,760
2017-07-15,7,7,2017,69.7,0.0,4.7,0,889
2017-07-22,7,7,2017,77.4,2.08,7.5,0,755
2017-07-29,7,7,2017,72.0,0.0,9.8,0,800
2017-08-05,7,8,2017,67.7,0.0,7.4,0,928
2017-08-12,7,8,2017,68.4,0.0,7.8,0,813
2017-08-19,7,8,2017,74.2,0.0,5.2,0,892
2017-08-26,7,8,2017,66.9,0.0,5.6,0,780
2017-09-02,7,9,2017,62.3,0.0,4.2,0,773
2017-09-09,7,9,2017,63.5,0.0,7.7,0,736
2017-09-16,7,9,2017,76.9,0.0,7.8,0,826
2017-09-23,7,9,2017,82.7,0.0,5.1,0,830
2017-09-30,7,9,2017,61.1,0.0,7.1,0,746
2017-10-07,7,10,2017,69.5,0.13,13.9,0,713
2017-10-14,7,10,2017,63.6,1.09,6.8,0,648
2017-10-21,7,10,2017,67.5,0.0,11.8,0,816
2017-10-28,7,10,2017,38.5,0.0,10.9,0,717
2017-11-11,7,11,2017,29.5,0.0,8.6,0,688
2017-11-18,7,11,2017,42.8,0.17,11.4,0,699
2017-11-25,7,11,2017,48.9,0.0,11.9,0,714
2017-12-02,7,12,2017,42.1,0.0,4.2,0,758
2017-12-09,7,12,2017,29.8,0.04,12.8,0,659
2017-12-16,7,12,2017,38.1,0.0,8.1,0,772
2017-12-23,7,12,2017,30.6,0.0,9.1,0,714
2017-12-30,7,12,2017,9.7,0.08,10.7,0,622
2018-01-06,7,1,2018,5.3,0.0,5.9,0,589
2018-01-13,7,1,2018,12.9,0.0,12.1,0,618
2018-01-20,7,1,2018,39.2,0.0,10.2,0,731
2018-01-27,7,1,2018,47.2,0.0,14.7,0,755
2018-02-03,7,2,2018,26.2,0.0,10.4,0,630
2018-02-10,7,2,2018,18.8,0.24,9.0,0,535
2018-02-24,7,2,2018,36.2,0.01,8.3,0,680
2018-03-03,7,3,2018,37.8,0.0,6.4,0,666
2018-03-10,7,3,2018,32.5,0.0,4.7,0,685
2018-03-17,7,3,2018,37.2,0.0,10.2,0,778
2018-03-24,7,3,2018,35.6,0.0,13.7,0,651
2018-03-31,7,3,2018,44.0,0.0,12.0,0,691
2018-04-07,7,4,2018,28.2,0.0,9.5,0,635
2018-04-14,7,4,2018,38.8,0.56,18.2,0,689
2018-04-21,7,4,2018,47.4,0.0,3.2,0,677
2018-04-28,7,4,2018,42.4,0.02,12.6,0,679
2018-05-05,7,5,2018,69.7,0.0,6.8,0,853
2018-05-12,7,5,2018,46.4,0.03,11.8,0,700
2018-05-19,7,5,2018,60.1,0.12,5.6,0,759
2018-05-26,7,5,2018,78.9,0.0,7.2,0,857
2018-06-02,7,6,2018,59.5,0.0,9.7,0,821
2018-06-09,7,6,2018,66.1,1.08,5.1,0,818
2018-06-16,7,6,2018,80.8,0.65,8.4,0,829
2018-06-23,7,6,2018,68.1,0.58,5.5,0,840
2018-06-30,7,6,2018,87.1,0.0,9.5,0,867
2018-07-07,7,7,2018,70.6,0.0,7.4,0,833
2018-07-14,7,7,2018,78.3,0.07,4.9,0,788
2018-07-21,7,7,2018,71.5,0.15,10.7,0,800
2018-07-28,7,7,2018,71.2,0.0,5.2,0,807
2018-08-04,7,8,2018,82.0,0.0,7.0,0,907
2018-08-11,7,8,2018,76.9,0.0,5.4,0,861
2018-08-18,7,8,2018,75.3,0.11,7.9,0,912
2018-08-25,7,8,2018,70.9,0.1,8.1,0,841
2018-09-01,7,9,2018,76.4,0.0,8.9,0,989
2018-09-08,7,9,2018,66.7,0.3,14.0,0,792
2018-09-15,7,9,2018,73.5,0.0,5.0,0,811
2018-09-22,7,9,2018,58.6,0.0,11.1,0,800
2018-09-29,7,9,2018,50.4,0.07,4.7,0,734
2018-10-06,7,10,2018,63.6,1.16,5.9,0,725
2018-10-13,7,10,2018,40.9,0.0,6.9,0,744
2018-10-20,7,10,2018,47.6,0.03,12.6,0,807
2018-10-27,7,10,2018,49.1,0.0,5.8,0,788
2018-11-03,7,11,2018,42.2,0.0,5.0,0,784
2018-11-10,7,11,2018,25.0,0.03,11.7,0,653
2018-11-17,7,11,2018,33.8,0.0,5.6,0,671
2018-11-24,7,11,2018,44.9,0.21,10.4,0,697
2018-12-01,7,12,2018,37.7,0.0,10.5,0,827
2018-12-08,7,12,2018,24.3,0.0,3.6,0,740
2018-12-22,7,12,2018,29.9,0.05,6.7,0,762
2018-12-29,7,12,2018,28.8,0.04,6.3,0,699
2019-01-05,7,1,2019,38.9,0.0,6.3,0,794
2019-01-19,7,1,2019,26.4,0.26,16.3,0,524
2019-01-26,7,1,2019,2.1,0.03,4.8,0,535
2019-02-02,7,2,2019,25.6,0.02,9.0,0,725
2019-02-09,7,2,2019,11.8,0.0,5.7,0,758
2019-02-16,7,2,2019,18.6,0.0,6.4,0,679
2019-03-02,7,3,2019,29.1,0.0,6.9,0,665
2019-03-09,7,3,2019,33.5,0.0,10.5,0,621
2019-03-16,7,3,2019,34.4,0.0,10.1,0,766
2019-03-23,7,3,2019,36.5,0.0,3.9,0,691
2019-03-30,7,3,2019,39.7,0.39,10.9,0,663
2019-04-06,7,4,2019,51.7,0.0,3.8,0,743
2019-04-13,7,4,2019,42.4,0.07,11.0,0,756
2019-04-20,7,4,2019,49.5,0.0,16.3,0,730
2019-05-04,7,5,2019,49.5,0.01,5.9,0,701
2019-05-11,7,5,2019,47.6,0.0,6.4,0,696
2019-05-18,7,5,2019,55.7,0.05,8.0,0,758
2019-05-25,7,5,2019,73.6,0.03,9.4,0,876
2019-06-01,7,6,2019,71.0,0.0,8.8,0,935
2019-06-08,7,6,2019,67.0,0.0,8.6,0,888
2019-06-15,7,6,2019,66.5,0.05,10.0,0,832
2019-06-22,7,6,2019,66.5,0.0,8.8,0,827
2019-06-29,7,6,2019,78.4,0.01,4.3,0,867
2019-07-06,7,7,2019,77.7,0.47,8.0,0,817
2019-07-13,7,7,2019,81.9,0.0,8.0,0,893
2019-07-20,7,7,2019,85.0,0.02,11.2,0,831
2019-07-27,7,7,2019,79.7,0.0,11.7,0,826
2019-08-03,7,8,2019,75.4,0.0,3.0,0,872
2019-08-10,7,8,2019,74.2,0.0,4.3,0,801
2019-08-17,7,8,2019,73.3,0.0,4.2,0,812
2019-08-24,7,8,2019,66.8,0.0,7.6,0,819
2019-08-31,7,8,2019,66.9,0.0,7.6,0,775
2019-09-07,7,9,2019,66.3,0.0,7.5,0,739
2019-09-14,7,9,2019,66.7,0.0,7.1,0,764
2019-09-21,7,9,2019,75.1,0.0,8.7,0,758
2019-09-28,7,9,2019,61.3,2.45,11.2,0,700
2019-10-05,7,10,2019,54.6,0.0,7.6,0,726
2019-10-12,7,10,2019,42.7,0.58,12.9,0,733
2019-10-19,7,10,2019,53.4,0.0,7.6,0,719
2019-10-26,7,10,2019,42.1,0.0,6.7,0,561
2019-11-02,7,11,2019,38.0,0.01,9.3,0,665
2019-11-09,7,11,2019,33.6,0.0,9.4,0,712
2019-11-16,7,11,2019,32.8,0.0,4.5,0,665
2019-11-23,7,11,2019,31.0,0.0,4.5,0,702
2019-11-30,7,11,2019,37.3,0.03,10.4,0,664
2019-12-07,7,12,2019,30.7,0.0,5.3,0,702
2019-12-14,7,12,2019,32.8,0.0,5.1,0,682
2019-12-21,7,12,2019,37.5,0.0,6.9,0,747
2019-12-28,7,12,2019,34.1,0.0,4.5,0,640
2015-01-04,1,1,2015,29.0,0.57,10.3,1,514
2015-02-01,1,2,2015,29.1,0.35,11.0,1,565
2015-05-10,1,5,2015,48.5,0.13,8.7,1,740
2015-12-13,1,12,2015,55.0,0.02,8.2,1,649
2015-12-27,1,12,2015,38.4,0.31,12.9,1,628
2016-02-14,1,2,2016,13.9,0.0,8.3,1,515
2016-10-02,1,10,2016,59.7,0.94,6.3,1,708
2016-12-04,1,12,2016,31.5,0.0,2.9,1,596
2016-12-11,1,12,2016,26.0,0.18,8.4,1,513
2017-01-22,1,1,2017,42.8,0.0,4.2,1,742
2017-11-05,1,11,2017,49.5,0.48,4.5,1,773
2017-12-24,1,12,2017,21.1,0.0,6.3,1,506
2018-01-21,1,1,2018,40.2,0.0,3.8,1,718
2018-02-11,1,2,2018,19.5,0.29,8.5,1,538
2018-02-18,1,2,2018,27.1,0.11,8.4,1,587
2018-08-26,1,8,2018,80.8,0.06,4.5,1,792
2018-12-16,1,12,2018,35.1,0.0,5.4,1,752
2019-02-17,1,2,2019,25.3,0.0,10.3,1,618
2019-02-24,1,2,2019,37.4,0.77,17.4,1,547
2019-04-14,1,4,2019,36.8,0.03,14.8,1,537
2019-08-18,1,8,2019,73.5,0.18,7.9,1,761
2015-01-12,2,1,2015,23.1,0.19,9.1,1,608
2015-02-02,2,2,2015,14.5,0.65,14.4,1,473
2015-03-23,2,3,2015,29.1,0.26,10.0,1,592
2015-05-11,2,5,2015,56.4,0.04,8.8,1,749
2015-06-15,2,6,2015,74.8,0.23,5.0,1,742
2015-08-31,2,8,2015,71.0,0.0,2.8,1,745
2015-12-07,2,12,2015,33.7,0.0,4.2,1,690
2016-12-12,2,12,2016,25.2,0.38,10.2,1,629
2016-12-26,2,12,2016,45.1,0.32,14.5,1,647
2017-03-27,2,3,2017,50.4,0.29,6.1,1,722
2017-05-01,2,5,2017,49.6,1.24,10.1,1,866
2018-01-22,2,1,2018,47.2,0.4,8.9,1,724
2018-02-19,2,2,2018,42.3,0.02,9.9,1,624
2018-05-21,2,5,2018,52.8,0.28,6.8,1,715
2018-09-03,2,9,2018,77.1,0.36,5.7,1,778
2018-11-26,2,11,2018,30.1,0.61,19.5,1,562
2019-01-28,2,1,2019,18.4,0.36,8.9,1,522
2019-09-30,2,9,2019,71.2,0.06,5.9,1,755
2019-10-21,2,10,2019,56.2,0.0,11.9,1,713
2015-02-03,3,2,2015,13.5,0.05,6.6,1,513
2015-03-10,3,3,2015,40.5,0.0,5.9,1,754
2015-09-08,3,9,2015,77.0,0.02,6.5,1,717
2016-03-01,3,3,2016,28.3,0.04,15.1,1,823
2016-11-15,3,11,2016,46.0,0.0,3.0,1,712
2016-12-06,3,12,2016,32.9,0.0,6.5,1,688
2017-01-03,3,1,2017,38.2,0.11,5.9,1,721
2017-02-07,3,2,2017,43.8,0.24,6.4,1,695
2017-03-14,3,3,2017,25.2,0.32,12.5,1,475
2017-04-11,3,4,2017,46.8,0.32,8.7,1,704
2018-03-13,3,3,2018,31.9,0.0,8.7,1,639
2018-05-22,3,5,2018,59.0,1.94,4.5,1,796
2018-08-07,3,8,2018,75.3,0.29,4.5,1,787
2019-06-18,3,6,2019,63.9,0.0,3.7,1,716
2019-12-24,3,12,2019,39.8,0.0,5.7,1,624
2015-04-08,4,4,2015,44.5,0.02,8.2,1,679
2015-05-06,4,5,2015,55.6,0.02,5.8,1,740
2015-11-04,4,11,2015,57.5,0.0,6.6,1,791
2015-12-02,4,12,2015,34.8,0.09,6.7,1,716
2015-12-23,4,12,2015,47.1,0.02,11.3,1,754
2015-12-30,4,12,2015,28.8,0.0,7.2,1,603
2016-02-03,4,2,2016,35.6,0.79,9.9,1,682
2016-02-24,4,2,2016,34.8,0.0,16.6,1,578
2016-05-11,4,5,2016,58.2,0.5,5.7,1,759
2017-01-11,4,1,2017,31.6,0.19,12.1,1,663
2017-02-22,4,2,2017,57.7,0.01,7.4,1,703
2017-03-01,4,3,2017,47.1,0.64,9.4,1,754
2017-03-29,4,3,2017,40.9,0.0,9.0,1,669
2019-02-06,4,2,2019,32.8,0.31,6.8,1,637
2015-02-26,5,2,2015,16.8,0.31,10.6,1,518
2015-04-09,5,4,2015,50.5,0.07,8.9,1,648
2015-06-18,5,6,2015,71.6,0.14,7.1,1,769
2016-06-23,5,6,2016,70.3,1.31,6.7,1,801
2017-06-29,5,6,2017,74.4,1.3,12.2,1,776
2017-09-14,5,9,2017,68.4,0.0,3.6,1,734
